label	Group	OTU	abundance
0.285000	X102623_UM1848B_JC1_69_1_5004	OTU2	310793.470000
0.285000	X102623_UM1847B_JC28_68_1_5006	OTU2	272938.400000
0.285000	X102623_UM1847B_JC28_68_1_5032	OTU2	221451.170000
0.285000	X102623_UM1846B_Media_67_1_5005	OTU2	511912.230000
0.285000	X102623_UM1846B_Media_67_1_5031	OTU2	530528.090000
0.285000	X102623_UM1850B_ANGDT_71_1_5007	OTU2	101199.310000
0.285000	X102623_UM1849B_ANG18_70_1_5034	OTU3	1810918.190000
0.285000	X102623_UM1850B_ANGDT_71_1_5033	OTU3	153653.310000
0.285000	X102623_UM1848B_JC1_69_1_5030	OTU3	3411520.520000
0.285000	X102623_UM1852B_Coculture_72_1_5035	OTU3	235178.750000
0.285000	X102623_UM1852B_Coculture_72_1_5022	OTU3	231350.910000
0.285000	X102623_UM1849B_ANG18_70_1_5021	OTU3	1804610.570000
0.285000	X102623_UM1850B_ANGDT_71_1_5020	OTU3	149629.050000
0.285000	X102623_UM1847B_JC28_68_1_5019	OTU3	133432.330000
0.285000	X102623_UM1848B_JC1_69_1_5017	OTU3	3539832.960000
0.285000	X102623_UM1852B_Coculture_72_1_5009	OTU3	222300.000000
0.285000	X102623_UM1849B_ANG18_70_1_5008	OTU3	1914375.580000
0.285000	X102623_UM1846B_Media_67_1_5018	OTU3	2129728.770000
0.285000	X102623_UM1848B_JC1_69_1_5004	OTU3	3631359.130000
0.285000	X102623_UM1847B_JC28_68_1_5006	OTU3	152248.650000
0.285000	X102623_UM1847B_JC28_68_1_5032	OTU3	133727.540000
0.285000	X102623_UM1846B_Media_67_1_5005	OTU3	2141138.600000
0.285000	X102623_UM1846B_Media_67_1_5031	OTU3	2085475.470000
0.285000	X102623_UM1850B_ANGDT_71_1_5007	OTU3	150517.860000
0.285000	X102623_UM1849B_ANG18_70_1_5034	OTU4	805297.070000
0.285000	X102623_UM1850B_ANGDT_71_1_5033	OTU4	148611.900000
0.285000	X102623_UM1848B_JC1_69_1_5030	OTU4	376485.660000
0.285000	X102623_UM1852B_Coculture_72_1_5035	OTU4	280160.250000
0.285000	X102623_UM1852B_Coculture_72_1_5022	OTU4	267759.880000
0.285000	X102623_UM1849B_ANG18_70_1_5021	OTU4	808225.460000
0.285000	X102623_UM1850B_ANGDT_71_1_5020	OTU4	161538.180000
0.285000	X102623_UM1847B_JC28_68_1_5019	OTU4	178941.010000
0.285000	X102623_UM1848B_JC1_69_1_5017	OTU4	366236.640000
0.285000	X102623_UM1852B_Coculture_72_1_5009	OTU4	258233.450000
0.285000	X102623_UM1849B_ANG18_70_1_5008	OTU4	802873.500000
0.285000	X102623_UM1846B_Media_67_1_5018	OTU4	732844.020000
0.285000	X102623_UM1848B_JC1_69_1_5004	OTU4	381152.970000
0.285000	X102623_UM1847B_JC28_68_1_5006	OTU4	178916.830000
0.285000	X102623_UM1847B_JC28_68_1_5032	OTU4	180773.180000
0.285000	X102623_UM1846B_Media_67_1_5005	OTU4	675712.960000
0.285000	X102623_UM1846B_Media_67_1_5031	OTU4	675102.010000
0.285000	X102623_UM1850B_ANGDT_71_1_5007	OTU4	147868.760000
0.285000	X102623_UM1849B_ANG18_70_1_5034	OTU5	954262.760000
0.285000	X102623_UM1850B_ANGDT_71_1_5033	OTU5	142161.130000
0.285000	X102623_UM1848B_JC1_69_1_5030	OTU5	194925.380000
0.285000	X102623_UM1852B_Coculture_72_1_5035	OTU5	308453.520000
0.285000	X102623_UM1852B_Coculture_72_1_5022	OTU5	312178.940000
0.285000	X102623_UM1849B_ANG18_70_1_5021	OTU5	930321.100000
0.285000	X102623_UM1850B_ANGDT_71_1_5020	OTU5	120572.940000
0.285000	X102623_UM1847B_JC28_68_1_5019	OTU5	94289.920000
0.285000	X102623_UM1848B_JC1_69_1_5017	OTU5	178962.240000
0.285000	X102623_UM1852B_Coculture_72_1_5009	OTU5	311442.040000
0.285000	X102623_UM1849B_ANG18_70_1_5008	OTU5	897446.630000
0.285000	X102623_UM1846B_Media_67_1_5018	OTU5	1038105.420000
0.285000	X102623_UM1848B_JC1_69_1_5004	OTU5	233252.990000
0.285000	X102623_UM1847B_JC28_68_1_5006	OTU5	105777.040000
0.285000	X102623_UM1847B_JC28_68_1_5032	OTU5	92913.880000
0.285000	X102623_UM1846B_Media_67_1_5005	OTU5	916124.190000
0.285000	X102623_UM1846B_Media_67_1_5031	OTU5	988552.280000
0.285000	X102623_UM1850B_ANGDT_71_1_5007	OTU5	118852.330000
0.285000	X102623_UM1849B_ANG18_70_1_5034	OTU6	727130.380000
0.285000	X102623_UM1850B_ANGDT_71_1_5033	OTU6	82643.250000
0.285000	X102623_UM1848B_JC1_69_1_5030	OTU6	750363.310000
0.285000	X102623_UM1852B_Coculture_72_1_5035	OTU6	237763.400000
0.285000	X102623_UM1852B_Coculture_72_1_5022	OTU6	229441.620000
0.285000	X102623_UM1849B_ANG18_70_1_5021	OTU6	700958.390000
0.285000	X102623_UM1850B_ANGDT_71_1_5020	OTU6	78639.950000
0.285000	X102623_UM1847B_JC28_68_1_5019	OTU6	34192.560000
0.285000	X102623_UM1848B_JC1_69_1_5017	OTU6	693812.770000
0.285000	X102623_UM1852B_Coculture_72_1_5009	OTU6	233262.350000
0.285000	X102623_UM1849B_ANG18_70_1_5008	OTU6	739177.090000
0.285000	X102623_UM1846B_Media_67_1_5018	OTU6	677627.610000
0.285000	X102623_UM1848B_JC1_69_1_5004	OTU6	770045.470000
0.285000	X102623_UM1847B_JC28_68_1_5006	OTU6	41705.650000
0.285000	X102623_UM1847B_JC28_68_1_5032	OTU6	34671.050000
0.285000	X102623_UM1846B_Media_67_1_5005	OTU6	529548.190000
0.285000	X102623_UM1846B_Media_67_1_5031	OTU6	667029.280000
0.285000	X102623_UM1850B_ANGDT_71_1_5007	OTU6	85492.830000
0.285000	X102623_UM1849B_ANG18_70_1_5034	OTU7	1562629.090000
0.285000	X102623_UM1850B_ANGDT_71_1_5033	OTU7	192587.720000
0.285000	X102623_UM1848B_JC1_69_1_5030	OTU7	1530956.300000
0.285000	X102623_UM1852B_Coculture_72_1_5035	OTU7	409472.940000
0.285000	X102623_UM1852B_Coculture_72_1_5022	OTU7	432602.540000
0.285000	X102623_UM1849B_ANG18_70_1_5021	OTU7	1665667.800000
0.285000	X102623_UM1850B_ANGDT_71_1_5020	OTU7	202620.610000
0.285000	X102623_UM1847B_JC28_68_1_5019	OTU7	185818.790000
0.285000	X102623_UM1848B_JC1_69_1_5017	OTU7	1701197.540000
0.285000	X102623_UM1852B_Coculture_72_1_5009	OTU7	427729.320000
0.285000	X102623_UM1849B_ANG18_70_1_5008	OTU7	1531756.830000
0.285000	X102623_UM1846B_Media_67_1_5018	OTU7	1312161.090000
0.285000	X102623_UM1848B_JC1_69_1_5004	OTU7	1724713.760000
0.285000	X102623_UM1847B_JC28_68_1_5006	OTU7	199691.910000
0.285000	X102623_UM1847B_JC28_68_1_5032	OTU7	185373.740000
0.285000	X102623_UM1846B_Media_67_1_5005	OTU7	1462290.370000
0.285000	X102623_UM1846B_Media_67_1_5031	OTU7	1010715.840000
0.285000	X102623_UM1850B_ANGDT_71_1_5007	OTU7	195363.520000
0.285000	X102623_UM1849B_ANG18_70_1_5034	OTU8	1819342.730000
0.285000	X102623_UM1850B_ANGDT_71_1_5033	OTU8	258126.670000
0.285000	X102623_UM1848B_JC1_69_1_5030	OTU8	372336.440000
0.285000	X102623_UM1852B_Coculture_72_1_5035	OTU8	378505.140000
0.285000	X102623_UM1852B_Coculture_72_1_5022	OTU8	428024.480000
0.285000	X102623_UM1849B_ANG18_70_1_5021	OTU8	2398829.720000
0.285000	X102623_UM1850B_ANGDT_71_1_5020	OTU8	267198.370000
0.285000	X102623_UM1847B_JC28_68_1_5019	OTU8	93843.810000
0.285000	X102623_UM1848B_JC1_69_1_5017	OTU8	328477.720000
0.285000	X102623_UM1852B_Coculture_72_1_5009	OTU8	399675.860000
0.285000	X102623_UM1849B_ANG18_70_1_5008	OTU8	2502308.200000
0.285000	X102623_UM1846B_Media_67_1_5018	OTU8	2220233.350000
0.285000	X102623_UM1848B_JC1_69_1_5004	OTU8	392832.340000
0.285000	X102623_UM1847B_JC28_68_1_5006	OTU8	103716.040000
0.285000	X102623_UM1847B_JC28_68_1_5032	OTU8	101790.930000
0.285000	X102623_UM1846B_Media_67_1_5005	OTU8	2464158.700000
0.285000	X102623_UM1846B_Media_67_1_5031	OTU8	2328550.660000
0.285000	X102623_UM1850B_ANGDT_71_1_5007	OTU8	266137.740000
0.285000	X102623_UM1849B_ANG18_70_1_5034	OTU9	469469.620000
0.285000	X102623_UM1850B_ANGDT_71_1_5033	OTU9	61419.810000
0.285000	X102623_UM1848B_JC1_69_1_5030	OTU9	649908.450000
0.285000	X102623_UM1852B_Coculture_72_1_5035	OTU9	94671.340000
0.285000	X102623_UM1852B_Coculture_72_1_5022	OTU9	90107.250000
0.285000	X102623_UM1849B_ANG18_70_1_5021	OTU9	325333.450000
0.285000	X102623_UM1850B_ANGDT_71_1_5020	OTU9	64174.400000
0.285000	X102623_UM1847B_JC28_68_1_5019	OTU9	57832.030000
0.285000	X102623_UM1848B_JC1_69_1_5017	OTU9	552720.050000
0.285000	X102623_UM1852B_Coculture_72_1_5009	OTU9	92188.330000
0.285000	X102623_UM1849B_ANG18_70_1_5008	OTU9	539236.900000
0.285000	X102623_UM1846B_Media_67_1_5018	OTU9	361571.710000
0.285000	X102623_UM1848B_JC1_69_1_5004	OTU9	610420.970000
0.285000	X102623_UM1847B_JC28_68_1_5006	OTU9	42660.760000
0.285000	X102623_UM1847B_JC28_68_1_5032	OTU9	39067.010000
0.285000	X102623_UM1846B_Media_67_1_5005	OTU9	365087.000000
0.285000	X102623_UM1846B_Media_67_1_5031	OTU9	451445.870000
0.285000	X102623_UM1850B_ANGDT_71_1_5007	OTU9	55600.490000
0.285000	X102623_UM1849B_ANG18_70_1_5034	OTU10	774164.490000
0.285000	X102623_UM1850B_ANGDT_71_1_5033	OTU10	402952.180000
0.285000	X102623_UM1848B_JC1_69_1_5030	OTU10	472396.380000
0.285000	X102623_UM1852B_Coculture_72_1_5035	OTU10	686714.890000
0.285000	X102623_UM1852B_Coculture_72_1_5022	OTU10	685057.990000
0.285000	X102623_UM1849B_ANG18_70_1_5021	OTU10	763219.800000
0.285000	X102623_UM1850B_ANGDT_71_1_5020	OTU10	419784.070000
0.285000	X102623_UM1847B_JC28_68_1_5019	OTU10	232463.930000
0.285000	X102623_UM1848B_JC1_69_1_5017	OTU10	462297.240000
0.285000	X102623_UM1852B_Coculture_72_1_5009	OTU10	652650.210000
0.285000	X102623_UM1849B_ANG18_70_1_5008	OTU10	622988.350000
0.285000	X102623_UM1846B_Media_67_1_5018	OTU10	788353.800000
0.285000	X102623_UM1848B_JC1_69_1_5004	OTU10	474608.630000
0.285000	X102623_UM1847B_JC28_68_1_5006	OTU10	246348.480000
0.285000	X102623_UM1847B_JC28_68_1_5032	OTU10	226831.580000
0.285000	X102623_UM1846B_Media_67_1_5005	OTU10	658575.370000
0.285000	X102623_UM1846B_Media_67_1_5031	OTU10	707730.900000
0.285000	X102623_UM1850B_ANGDT_71_1_5007	OTU10	417292.750000
0.285000	X102623_UM1849B_ANG18_70_1_5034	OTU11	284135.630000
0.285000	X102623_UM1850B_ANGDT_71_1_5033	OTU11	21764.470000
0.285000	X102623_UM1848B_JC1_69_1_5030	OTU11	566367.950000
0.285000	X102623_UM1852B_Coculture_72_1_5035	OTU11	49032.040000
0.285000	X102623_UM1852B_Coculture_72_1_5022	OTU11	48529.560000
0.285000	X102623_UM1849B_ANG18_70_1_5021	OTU11	321737.870000
0.285000	X102623_UM1850B_ANGDT_71_1_5020	OTU11	22460.750000
0.285000	X102623_UM1847B_JC28_68_1_5019	OTU11	28444.690000
0.285000	X102623_UM1848B_JC1_69_1_5017	OTU11	490407.080000
0.285000	X102623_UM1852B_Coculture_72_1_5009	OTU11	46050.050000
0.285000	X102623_UM1849B_ANG18_70_1_5008	OTU11	318604.980000
0.285000	X102623_UM1846B_Media_67_1_5018	OTU11	461916.830000
0.285000	X102623_UM1848B_JC1_69_1_5004	OTU11	606774.160000
0.285000	X102623_UM1847B_JC28_68_1_5006	OTU11	31813.480000
0.285000	X102623_UM1847B_JC28_68_1_5032	OTU11	30515.230000
0.285000	X102623_UM1846B_Media_67_1_5005	OTU11	430901.340000
0.285000	X102623_UM1846B_Media_67_1_5031	OTU11	477253.900000
0.285000	X102623_UM1850B_ANGDT_71_1_5007	OTU11	22924.160000
0.285000	X102623_UM1849B_ANG18_70_1_5034	OTU12	781366.160000
0.285000	X102623_UM1850B_ANGDT_71_1_5033	OTU12	167374.020000
0.285000	X102623_UM1848B_JC1_69_1_5030	OTU12	767807.220000
0.285000	X102623_UM1852B_Coculture_72_1_5035	OTU12	338565.000000
0.285000	X102623_UM1852B_Coculture_72_1_5022	OTU12	338968.290000
0.285000	X102623_UM1849B_ANG18_70_1_5021	OTU12	1055421.530000
0.285000	X102623_UM1850B_ANGDT_71_1_5020	OTU12	157942.510000
0.285000	X102623_UM1847B_JC28_68_1_5019	OTU12	108007.820000
0.285000	X102623_UM1848B_JC1_69_1_5017	OTU12	678284.140000
0.285000	X102623_UM1852B_Coculture_72_1_5009	OTU12	314454.350000
0.285000	X102623_UM1849B_ANG18_70_1_5008	OTU12	1118020.320000
0.285000	X102623_UM1846B_Media_67_1_5018	OTU12	954690.310000
0.285000	X102623_UM1848B_JC1_69_1_5004	OTU12	813823.780000
0.285000	X102623_UM1847B_JC28_68_1_5006	OTU12	117909.960000
0.285000	X102623_UM1847B_JC28_68_1_5032	OTU12	108785.070000
0.285000	X102623_UM1846B_Media_67_1_5005	OTU12	921902.760000
0.285000	X102623_UM1846B_Media_67_1_5031	OTU12	887977.730000
0.285000	X102623_UM1850B_ANGDT_71_1_5007	OTU12	168705.190000
0.285000	X102623_UM1849B_ANG18_70_1_5034	OTU13	352349.240000
0.285000	X102623_UM1850B_ANGDT_71_1_5033	OTU13	85461.490000
0.285000	X102623_UM1848B_JC1_69_1_5030	OTU13	1018246.190000
0.285000	X102623_UM1852B_Coculture_72_1_5035	OTU13	156678.960000
0.285000	X102623_UM1852B_Coculture_72_1_5022	OTU13	154505.910000
0.285000	X102623_UM1849B_ANG18_70_1_5021	OTU13	330576.100000
0.285000	X102623_UM1850B_ANGDT_71_1_5020	OTU13	85793.230000
0.285000	X102623_UM1847B_JC28_68_1_5019	OTU13	111196.770000
0.285000	X102623_UM1848B_JC1_69_1_5017	OTU13	1058715.860000
0.285000	X102623_UM1852B_Coculture_72_1_5009	OTU13	151195.900000
0.285000	X102623_UM1849B_ANG18_70_1_5008	OTU13	344682.280000
0.285000	X102623_UM1846B_Media_67_1_5018	OTU13	360190.820000
0.285000	X102623_UM1848B_JC1_69_1_5004	OTU13	1043643.480000
0.285000	X102623_UM1847B_JC28_68_1_5006	OTU13	122635.670000
0.285000	X102623_UM1847B_JC28_68_1_5032	OTU13	114165.760000
0.285000	X102623_UM1846B_Media_67_1_5005	OTU13	350803.790000
0.285000	X102623_UM1846B_Media_67_1_5031	OTU13	347853.240000
0.285000	X102623_UM1850B_ANGDT_71_1_5007	OTU13	84745.380000
0.285000	X102623_UM1849B_ANG18_70_1_5034	OTU14	1973193.770000
0.285000	X102623_UM1850B_ANGDT_71_1_5033	OTU14	145357.450000
0.285000	X102623_UM1848B_JC1_69_1_5030	OTU14	1295305.130000
0.285000	X102623_UM1852B_Coculture_72_1_5035	OTU14	270566.680000
0.285000	X102623_UM1852B_Coculture_72_1_5022	OTU14	267221.330000
0.285000	X102623_UM1849B_ANG18_70_1_5021	OTU14	1973317.820000
0.285000	X102623_UM1850B_ANGDT_71_1_5020	OTU14	153887.450000
0.285000	X102623_UM1847B_JC28_68_1_5019	OTU14	85938.760000
0.285000	X102623_UM1848B_JC1_69_1_5017	OTU14	1299930.140000
0.285000	X102623_UM1852B_Coculture_72_1_5009	OTU14	282516.070000
0.285000	X102623_UM1849B_ANG18_70_1_5008	OTU14	1864410.560000
0.285000	X102623_UM1846B_Media_67_1_5018	OTU14	2801571.460000
0.285000	X102623_UM1848B_JC1_69_1_5004	OTU14	1244556.870000
0.285000	X102623_UM1847B_JC28_68_1_5006	OTU14	87873.280000
0.285000	X102623_UM1847B_JC28_68_1_5032	OTU14	83816.280000
0.285000	X102623_UM1846B_Media_67_1_5005	OTU14	3283781.650000
0.285000	X102623_UM1846B_Media_67_1_5031	OTU14	3138243.530000
0.285000	X102623_UM1850B_ANGDT_71_1_5007	OTU14	150180.620000
0.285000	X102623_UM1849B_ANG18_70_1_5034	OTU15	658908.230000
0.285000	X102623_UM1850B_ANGDT_71_1_5033	OTU15	232396.040000
0.285000	X102623_UM1848B_JC1_69_1_5030	OTU15	615606.350000
0.285000	X102623_UM1852B_Coculture_72_1_5035	OTU15	274329.710000
0.285000	X102623_UM1852B_Coculture_72_1_5022	OTU15	268655.450000
0.285000	X102623_UM1849B_ANG18_70_1_5021	OTU15	662613.090000
0.285000	X102623_UM1850B_ANGDT_71_1_5020	OTU15	231294.650000
0.285000	X102623_UM1847B_JC28_68_1_5019	OTU15	209706.180000
0.285000	X102623_UM1848B_JC1_69_1_5017	OTU15	997108.010000
0.285000	X102623_UM1852B_Coculture_72_1_5009	OTU15	273081.480000
0.285000	X102623_UM1849B_ANG18_70_1_5008	OTU15	617419.710000
0.285000	X102623_UM1846B_Media_67_1_5018	OTU15	846497.020000
0.285000	X102623_UM1848B_JC1_69_1_5004	OTU15	980100.330000
0.285000	X102623_UM1847B_JC28_68_1_5006	OTU15	246074.680000
0.285000	X102623_UM1847B_JC28_68_1_5032	OTU15	176447.880000
0.285000	X102623_UM1846B_Media_67_1_5005	OTU15	772189.420000
0.285000	X102623_UM1846B_Media_67_1_5031	OTU15	651752.360000
0.285000	X102623_UM1850B_ANGDT_71_1_5007	OTU15	239447.420000
0.285000	X102623_UM1849B_ANG18_70_1_5034	OTU16	455615.480000
0.285000	X102623_UM1850B_ANGDT_71_1_5033	OTU16	111630.080000
0.285000	X102623_UM1848B_JC1_69_1_5030	OTU16	607081.800000
0.285000	X102623_UM1852B_Coculture_72_1_5035	OTU16	290885.710000
0.285000	X102623_UM1852B_Coculture_72_1_5022	OTU16	261179.070000
0.285000	X102623_UM1849B_ANG18_70_1_5021	OTU16	457825.470000
0.285000	X102623_UM1850B_ANGDT_71_1_5020	OTU16	107913.380000
0.285000	X102623_UM1847B_JC28_68_1_5019	OTU16	124244.870000
0.285000	X102623_UM1848B_JC1_69_1_5017	OTU16	601140.590000
0.285000	X102623_UM1852B_Coculture_72_1_5009	OTU16	263339.190000
0.285000	X102623_UM1849B_ANG18_70_1_5008	OTU16	431462.800000
0.285000	X102623_UM1846B_Media_67_1_5018	OTU16	409445.670000
0.285000	X102623_UM1848B_JC1_69_1_5004	OTU16	633548.510000
0.285000	X102623_UM1847B_JC28_68_1_5006	OTU16	130098.440000
0.285000	X102623_UM1847B_JC28_68_1_5032	OTU16	118538.680000
0.285000	X102623_UM1846B_Media_67_1_5005	OTU16	473934.180000
0.285000	X102623_UM1846B_Media_67_1_5031	OTU16	392014.280000
0.285000	X102623_UM1850B_ANGDT_71_1_5007	OTU16	105466.200000
0.285000	X102623_UM1849B_ANG18_70_1_5034	OTU17	1091497.890000
0.285000	X102623_UM1850B_ANGDT_71_1_5033	OTU17	58028.500000
0.285000	X102623_UM1848B_JC1_69_1_5030	OTU17	2410973.220000
0.285000	X102623_UM1852B_Coculture_72_1_5035	OTU17	121712.530000
0.285000	X102623_UM1852B_Coculture_72_1_5022	OTU17	127587.970000
0.285000	X102623_UM1849B_ANG18_70_1_5021	OTU17	1055513.800000
0.285000	X102623_UM1850B_ANGDT_71_1_5020	OTU17	60220.170000
0.285000	X102623_UM1847B_JC28_68_1_5019	OTU17	73669.400000
0.285000	X102623_UM1848B_JC1_69_1_5017	OTU17	2223411.490000
0.285000	X102623_UM1852B_Coculture_72_1_5009	OTU17	126421.950000
0.285000	X102623_UM1849B_ANG18_70_1_5008	OTU17	1085011.270000
0.285000	X102623_UM1846B_Media_67_1_5018	OTU17	1100450.030000
0.285000	X102623_UM1848B_JC1_69_1_5004	OTU17	2678189.360000
0.285000	X102623_UM1847B_JC28_68_1_5006	OTU17	76105.150000
0.285000	X102623_UM1847B_JC28_68_1_5032	OTU17	71727.200000
0.285000	X102623_UM1846B_Media_67_1_5005	OTU17	1155278.520000
0.285000	X102623_UM1846B_Media_67_1_5031	OTU17	1087308.290000
0.285000	X102623_UM1850B_ANGDT_71_1_5007	OTU17	57104.600000 
