SCANS,FEATURE_ID,PEPMASS,MS_LEVEL,CHARGE,POLARITY,RTINSECONDS,ION
2228,2228,524.199022284435,2,1,+,267.6620178222656,[M+H]+
2229,2229,562.3721535194335,2,1,+,267.3681335449219,[M+H]+
2230,2230,415.3031422595359,2,1,+,267.8937683105469,[M+H]+
2231,2231,510.259753684512,2,1,+,268.4159851074219,[M+H]+
2232,2232,674.2135385826889,2,1,+,269.3653869628906,[M+K]+
2233,2233,775.2645649675122,2,1,+,269.6261901855469,[M+K]+
2234,2234,457.12225373859997,2,1,+,269.6922302246094,[M+Na]+
2235,2235,388.13297685028624,2,2,+,269.7513427734375,[M+H+H]2+
2236,2236,727.1307819688569,2,1,+,269.4121398925781,[M+K]+
2237,2237,812.2037867800171,2,1,+,270.4839172363281,[M+Na]+
2238,2238,440.3005341680013,2,1,+,270.5946044921875,[M+H]+
2239,2239,603.3118639430312,2,1,+,268.5002746582031,[M+H]+
2240,2240,306.10851820259404,2,1,+,270.233642578125,[M+H]+
2241,2241,527.2604039441109,2,1,+,268.6819763183594,[M+H]+
2242,2242,520.2037742502248,2,1,+,270.1663818359375,[M+H]+
2243,2243,362.1351189638993,2,1,+,269.947265625,[M+H]+
2244,2244,583.0374802186949,2,1,+,268.70037841796875,[M+H]+
2245,2245,318.2427568668844,2,1,+,269.4365234375,[M+H]+
2246,2246,580.251690632231,2,1,+,270.3037109375,[M+H]+
2247,2247,351.11391362014564,2,1,+,269.5186462402344,[M+H]+
2248,2248,743.2973096436267,2,1,+,269.626708984375,[M+H]+
2249,2249,261.08733257874485,2,1,+,269.8403015136719,[M+H]+
2250,2250,506.1885374607334,2,1,+,268.93939208984375,[M+H]+
2251,2251,466.1981295596858,2,1,+,270.4831848144531,[M+H]+
2252,2252,510.22741219047265,2,1,+,271.6368408203125,[M+H]+
2253,2253,466.2369788116978,2,1,+,271.7490539550781,[M+H]+
2254,2254,724.2997421932527,2,1,+,271.9560241699219,[M+H]+
2255,2255,352.22064637268045,2,1,+,272.0296325683594,[M+H]+
2256,2256,386.68669729544234,2,2,+,272.2497863769531,[M+H+H]2+
2257,2257,818.371464444129,2,1,+,272.3559875488281,[M+H]+
2258,2258,409.68937305241633,2,2,+,272.4585266113281,[M+H+H]2+
2259,2259,316.2272458261102,2,1,+,272.7038879394531,[M+H]+
2260,2260,532.2448006074295,2,1,+,272.734375,[M+H]+
2261,2261,590.2597672768961,2,1,+,272.96929931640625,[M+H]+
2262,2262,522.2198258255039,2,1,+,273.0539245605469,[M+H]+
2263,2263,510.2628265040615,2,1,+,273.26837158203125,[M+H]+
2264,2264,398.14979232672295,2,1,+,273.37420654296875,[M+H]+
2265,2265,435.1402620644223,2,1,+,274.2645568847656,[M+H]+
2266,2266,608.2702335577799,2,1,+,273.4656982421875,[M+H]+
2267,2267,466.2743624925277,2,1,+,273.4810485839844,[M+H]+
2268,2268,388.1325108040084,2,2,+,273.88458251953125,[M+H+H]2+
2269,2269,475.3255364988624,2,1,+,273.9704284667969,[M+H]+
2270,2270,308.2222019070305,2,1,+,274.2754821777344,[M+H]+
2271,2271,564.3530097271154,2,1,+,275.6516418457031,[M+K]+
2272,2272,417.1297613682194,2,2,+,274.3523864746094,[M+H-H2O]+
2273,2273,435.00111155459007,2,1,+,274.7582702636719,[M+K]+
2274,2274,403.0515899321734,2,1,+,274.5681457519531,[M+H]+
2275,2275,332.2546946715695,2,1,+,276.0227966308594,[M+H]+
2276,2276,512.2967733311715,2,1,+,275.5182189941406,[M+H]+
2277,2277,283.0752464192721,2,1,+,274.6108093261719,[M+H]+
2278,2278,120.08052995378279,2,1,+,276.7071838378906,[M+H]+
2279,2279,347.2696228181127,2,1,+,275.6755065917969,[M+H]+
2280,2280,291.0979687888176,2,1,+,274.9078369140625,[M+H]+
2281,2281,465.0346490980849,2,1,+,274.4391174316406,[M+H]+
2282,2282,399.1187332388893,2,1,+,274.6951599121094,[M+H]+
2283,2283,453.34360113627173,2,1,+,274.69482421875,[M+H]+
2284,2284,580.2504988094062,2,1,+,277.0621032714844,[M+H]+
2285,2285,154.0651063700339,2,1,+,277.407958984375,[M+H]+
2286,2286,131.0723600930153,2,1,+,277.0435791015625,[M+H]+
2287,2287,355.14318416292264,2,1,+,276.5978698730469,[M+H]+
2288,2288,186.09131783644406,2,1,+,277.3118591308594,[M+H]+
2289,2289,141.05726115572784,2,1,+,277.3830871582031,[M+H]+
2290,2290,167.07265020437902,2,1,+,277.2759704589844,[M+H]+
2291,2291,156.08086741477953,2,1,+,277.1678771972656,[M+H]+
2292,2292,130.0650906664945,2,1,+,277.3221435546875,[M+H]+
2293,2293,538.2141827891709,2,1,+,277.3594055175781,[M+H]+
2294,2294,158.09597551103332,2,1,+,277.3641662597656,[M+H]+
2295,2295,157.08828297550824,2,1,+,277.1687927246094,[M+H]+
2296,2296,142.06465038293032,2,1,+,277.5064392089844,[M+H]+
2297,2297,437.1436129646535,2,1,+,277.2518005371094,[M+H]+
2298,2298,489.15965190667794,2,1,+,276.8475646972656,[M+H]+
2299,2299,321.13111897035736,2,1,+,277.7292785644531,[M+H]+
2300,2300,299.14926867011377,2,1,+,278.0990905761719,[M+H]+
2301,2301,635.2377592618379,2,1,+,278.02178955078125,[M+H]+
2302,2302,651.2092005267727,2,1,+,277.9972839355469,[M+K]+
2303,2303,275.09548987852645,2,1,+,278.1578063964844,[M+H]+
2304,2304,337.0965367440563,2,1,+,277.9900207519531,[M+H]+
2305,2305,619.2599623815332,2,1,+,277.990478515625,[M+Na]+
2306,2306,383.1014570134087,2,1,+,277.8638000488281,[M+H]+
2307,2307,419.08901350135267,2,1,+,278.36883544921875,[M+Na]+
2308,2308,369.1139734947686,2,1,+,277.71630859375,[M+H]+
2309,2309,467.0537638337811,2,1,+,278.15557861328125,[M+Na]+
2310,2310,271.06443298957186,2,2,+,278.0406188964844,[M+H-H2O]+
2311,2311,301.07506616778755,2,1,+,278.05078125,[M+H]+
2312,2312,367.12445864150584,2,1,+,278.04632568359375,[M+H]+
2313,2313,291.0680223683576,2,1,+,278.1192321777344,[M+H]+
2314,2314,293.1061395870194,2,1,+,278.32244873046875,[M+H]+
2315,2315,310.13349696049215,2,2,+,278.005615234375,[M+H+H]2+
2316,2316,337.09608915319103,2,2,+,278.2063903808594,[M+H+H]2+
2317,2317,650.2022966125753,2,1,+,278.1985168457031,[M+H]+
2318,2318,128.06207686279097,2,1,+,278.6436767578125,[M+H]+
2319,2319,337.0956220097311,2,2,+,277.91552734375,[M+H+H]2+
2320,2320,467.1938707256092,2,2,+,277.87017822265625,[M+H+H]2+
2321,2321,221.08104245654172,2,1,+,278.0509338378906,[M+H]+
2322,2322,449.2751272841251,2,1,+,279.0404052734375,[M+H]+
2323,2323,520.2295104220719,2,1,+,277.91583251953125,[M+H]+
2324,2324,467.1935223060237,2,2,+,277.9412841796875,[M+H+H]2+
2325,2325,400.09068565668036,2,1,+,277.7837219238281,[M+H]+
2326,2326,328.09060660796547,2,1,+,278.4333190917969,[M+H]+
2327,2327,484.3018174899398,2,1,+,279.5318603515625,[M+H]+
2328,2328,128.06172901432754,2,1,+,277.8366394042969,[M+H]+
2329,2329,467.1940074093793,2,2,+,277.9970397949219,[M+H+H]2+
2330,2330,346.2379518016475,2,1,+,279.8875732421875,[M+H]+
2331,2331,386.6830597292841,2,2,+,280.25018310546875,[M+H+H]2+
2332,2332,309.11719786887676,2,2,+,277.9933776855469,[M+H+H]2+
2333,2333,621.2500188672179,2,1,+,277.99749755859375,[M+H]+
2334,2334,475.1803438592304,2,2,+,278.0509033203125,[M+H+H]2+
2335,2335,475.1798072258168,2,2,+,277.8772277832031,[M+H+H]2+
2336,2336,115.05416073947424,2,1,+,278.6403503417969,[M+H]+
2337,2337,495.14729666917196,2,1,+,278.6370849609375,[M+H]+
2338,2338,309.1171926658639,2,2,+,278.03814697265625,[M+H+H]2+
2339,2339,459.20544725666673,2,2,+,277.9437561035156,[M+H+H]2+
2340,2340,313.10286857979156,2,1,+,278.019775390625,[M+H]+
2341,2341,115.0541844420946,2,1,+,277.5600891113281,[M+H]+
2342,2342,818.370146314261,2,1,+,278.643310546875,[M+H]+
2343,2343,343.11749195247626,2,1,+,279.83697509765625,[M+H]+
2344,2344,459.2049797380007,2,2,+,277.9153747558594,[M+H+H]2+
2345,2345,621.249932445694,2,1,+,278.04779052734375,[M+H]+
2346,2346,580.1607577840268,2,1,+,280.65924072265625,[M+H]+
2347,2347,531.0561795383331,2,1,+,281.3150634765625,[M+H]+
2348,2348,449.144753730219,2,1,+,281.67852783203125,[M+H]+
2349,2349,466.23640841100223,2,1,+,282.02069091796875,[M+H]+
2350,2350,489.3067403221191,2,1,+,280.8758239746094,[M+H]+
2351,2351,376.2482030919501,2,1,+,281.1834716796875,[M+H]+
2352,2352,503.1092944687519,2,1,+,282.4888000488281,[M+H]+
2353,2353,440.30115122304835,2,1,+,284.3020935058594,[M+H]+
2354,2354,318.24285464268115,2,1,+,283.1171569824219,[M+H]+
2355,2355,298.18034995368606,2,1,+,282.6371765136719,[M+H]+
2356,2356,354.26406129130913,2,1,+,282.8693542480469,[M+H]+
2357,2357,532.2293481797719,2,1,+,283.0133361816406,[M+H]+
2358,2358,481.127479227517,2,1,+,282.1361999511719,[M+H]+
2359,2359,316.2271585822011,2,1,+,282.9757080078125,[M+H]+
2360,2360,489.3084327327869,2,1,+,284.2151184082031,[M+H]+
2361,2361,609.2729498977093,2,1,+,286.5791931152344,[M+H]+
2362,2362,380.14536921901623,2,1,+,287.2589111328125,[M+H]+
2363,2363,545.4020478247318,2,1,+,285.3876037597656,[M+H]+
2364,2364,371.11280020660365,2,1,+,287.04888916015625,[M+H]+
2365,2365,527.0543891109181,2,1,+,286.6848449707031,[M+H]+
2366,2366,545.4025004195295,2,1,+,285.2815246582031,[M+H]+
2367,2367,306.2065156562315,2,1,+,286.6286926269531,[M+H]+
2368,2368,643.3015893213357,2,1,+,285.6139831542969,[M+H]+
2369,2369,468.2704056704827,2,1,+,286.0589904785156,[M+H]+
2370,2370,383.1018960987161,2,1,+,286.5056457519531,[M+H]+
2371,2371,355.14306444281675,2,1,+,285.1551513671875,[M+H]+
2372,2372,433.10775328487443,2,2,+,289.666259765625,[M+H-H2O]+
2373,2373,455.106701131077,2,1,+,290.8448181152344,[M+Na]+
2374,2374,295.0967455007867,2,2,+,290.81292724609375,[M+H-H2O]+
2375,2375,415.09556407747505,2,1,+,290.0920104980469,[M+H]+
2376,2376,171.10401654047752,2,1,+,289.98089599609375,[M+H]+
2377,2377,510.22722689889287,2,1,+,289.2480163574219,[M+H]+
2378,2378,263.07022678243646,2,1,+,290.7061767578125,[M+H]+
2379,2379,178.07761079847782,2,1,+,290.60009765625,[M+H]+
2380,2380,316.22745260715067,2,1,+,289.5200500488281,[M+H]+
2381,2381,178.07771927492627,2,1,+,290.5995788574219,[M+H]+
2382,2382,438.0825359278757,2,1,+,289.3213195800781,[M+H]+
2383,2383,485.75599663196056,2,2,+,288.3974914550781,[M+H+H]2+
2384,2384,154.06533901231396,2,1,+,289.48712158203125,[M+H]+
2385,2385,444.2017947519763,2,1,+,287.9463806152344,[M+H]+
2386,2386,466.2372129044905,2,1,+,289.3013610839844,[M+H]+
2387,2387,397.0594527610633,2,1,+,290.7063293457031,[M+H]+
2388,2388,145.08816858264427,2,1,+,289.89208984375,[M+H]+
2389,2389,397.05920554489364,2,1,+,290.7063293457031,[M+H]+
2390,2390,485.7553585910591,2,2,+,288.2585754394531,[M+H+H]2+
2391,2391,571.1714179598072,2,1,+,289.94384765625,[M+H]+
2392,2392,580.2511308207701,2,1,+,290.13140869140625,[M+H]+
2393,2393,449.10193608717753,2,1,+,291.7982177734375,[M+H]+
2394,2394,512.296395363013,2,1,+,292.2236022949219,[M+H]+
2395,2395,449.10166732008724,2,1,+,291.6903076171875,[M+H]+
2396,2396,706.4528065646333,2,1,+,292.4130554199219,[M+H]+
2397,2397,538.3372898975662,2,1,+,291.6670227050781,[M+K]+
2398,2398,322.23766589005055,2,1,+,292.0093994140625,[M+H]+
2399,2399,359.1130765095784,2,1,+,292.65582275390625,[M+H]+
2400,2400,505.24014639058356,2,1,+,293.8202209472656,[M+H]+
2401,2401,321.0759455963743,2,1,+,293.53057861328125,[M+H]+
2402,2402,373.1283660412066,2,1,+,293.8486633300781,[M+H]+
2403,2403,369.12236696715996,2,1,+,293.8785705566406,[M+H]+
2404,2404,399.1863640456247,2,1,+,294.80535888671875,[M+Na]+
2405,2405,412.1184085881766,2,2,+,294.9471435546875,[M+H-H2O]+
2406,2406,495.245163055474,2,1,+,294.4232482910156,[M+Na]+
2407,2407,525.2006954639617,2,1,+,294.8811340332031,[M+Na]+
2408,2408,431.13611199722385,2,1,+,294.8406982421875,[M+H]+
2409,2409,381.1764853332097,2,1,+,294.8055419921875,[M+H]+
2410,2410,453.11327254578293,2,1,+,294.8001403808594,[M+H]+
2411,2411,509.22326915628173,2,1,+,294.8038635253906,[M+H]+
2412,2412,540.166384451563,2,1,+,294.804443359375,[M+H]+
2413,2413,485.30466333241606,2,2,+,295.4510192871094,[M+H+H]2+
2414,2414,477.2596910627059,2,1,+,295.5167236328125,[M+H]+
2415,2415,459.128119031084,2,1,+,294.93133544921875,[M+H]+
2416,2416,442.15014984139043,2,1,+,294.909912109375,[M+H]+
2417,2417,603.2692710572868,2,1,+,294.8583984375,[M+H]+
2418,2418,311.0115313307097,2,1,+,294.8583068847656,[M+H]+
2419,2419,485.30472973851994,2,2,+,296.3990783691406,[M+H+H]2+
2420,2420,444.1688072993297,2,1,+,296.8946838378906,[M+H]+
2421,2421,384.1472525430281,2,1,+,296.69232177734375,[M+H]+
2422,2422,422.0937227601293,2,2,+,297.1734619140625,[M+H-H2O]+
2423,2423,456.0781237771598,2,1,+,297.6100158691406,[M+K]+
2424,2424,670.2204322178414,2,1,+,296.0399169921875,[M+K]+
2425,2425,320.13146429016984,2,2,+,296.7345275878906,[M+H-H2O]+
2426,2426,380.15251107635095,2,1,+,296.5743713378906,[M+H]+
2427,2427,468.12773436380957,2,2,+,297.0018005371094,[M+H-H2O]+
2428,2428,564.1127092056248,2,1,+,297.4524230957031,[M+Na]+
2429,2429,199.11201509978218,2,2,+,296.5948486328125,[M+H-H2O]+
2430,2430,245.11732355197233,2,1,+,296.9168395996094,[M+H]+
2431,2431,488.1329110482045,2,1,+,296.9478454589844,[M+H]+
2432,2432,408.1475982357886,2,1,+,297.0009460449219,[M+H]+
2433,2433,424.1399615292858,2,1,+,297.28851318359375,[M+H]+
2434,2434,424.12738622479014,2,1,+,296.8093566894531,[M+H]+
2435,2435,686.1916499027474,2,1,+,295.84442138671875,[M+H]+
2436,2436,348.12665516976796,2,1,+,296.9169921875,[M+H]+
2437,2437,142.06437385614373,2,1,+,297.254150390625,[M+H]+
2438,2438,463.1424942532595,2,2,+,296.7341003417969,[M+H+H]2+
2439,2439,316.2271902232194,2,1,+,298.1947937011719,[M+H]+
2440,2440,186.09136430632736,2,1,+,297.4139709472656,[M+H]+
2441,2441,436.0879685493971,2,1,+,296.7021179199219,[M+H]+
2442,2442,158.0959936487773,2,1,+,297.6663513183594,[M+H]+
2443,2443,549.0612752015006,2,1,+,296.5397644042969,[M+H]+
2444,2444,438.1261789342454,2,1,+,296.9167175292969,[M+H]+
2445,2445,506.0903073892907,2,1,+,296.6802062988281,[M+H]+
2446,2446,316.1908312186743,2,1,+,297.7161865234375,[M+H]+
2447,2447,156.0807680934534,2,1,+,297.33502197265625,[M+H]+
2448,2448,115.05413298668027,2,1,+,297.4470520019531,[M+H]+
2449,2449,354.2641086987803,2,1,+,297.8590393066406,[M+H]+
2450,2450,482.11618978525394,2,2,+,297.0238342285156,[M+H+H]2+
2451,2451,141.05721070938938,2,1,+,297.5918884277344,[M+H]+
2452,2452,157.08838239839616,2,1,+,297.4670715332031,[M+H]+
2453,2453,708.3237720422566,2,1,+,296.98907470703125,[M+H]+
2454,2454,115.05390373609798,2,1,+,297.1309814453125,[M+H]+
2455,2455,463.14226423442176,2,2,+,296.5950622558594,[M+H+H]2+
2456,2456,130.06508308474096,2,1,+,297.4851379394531,[M+H]+
2457,2457,489.1601431345932,2,1,+,297.7691345214844,[M+H]+
2458,2458,131.0722977730273,2,1,+,297.3255310058594,[M+H]+
2459,2459,497.0808550359457,2,1,+,297.3453674316406,[M+H]+
2460,2460,449.1201042720044,2,1,+,297.5647888183594,[M+H]+
2461,2461,842.3700649794188,2,1,+,297.88397216796875,[M+H]+
2462,2462,128.0617802402243,2,1,+,296.7021179199219,[M+H]+
2463,2463,521.0660076039634,2,1,+,299.5651550292969,[M+Na]+
2464,2464,686.3178582832712,2,1,+,300.7386779785156,[M+H]+
2465,2465,860.3812351829747,2,1,+,299.05126953125,[M+H]+
2466,2466,501.073177261607,2,1,+,300.1536865234375,[M+H]+
2467,2467,415.20891841440834,2,1,+,299.6719055175781,[M+H]+
2468,2468,438.1891826487372,2,1,+,300.2050476074219,[M+H]+
2469,2469,336.2531759640921,2,1,+,300.2359619140625,[M+H]+
2470,2470,292.2271315065153,2,1,+,300.05633544921875,[M+H]+
2471,2471,650.3173064504471,2,1,+,300.9525146484375,[M+H]+
2472,2472,485.09992466543076,2,1,+,300.65704345703125,[M+H]+
2473,2473,535.0812980691471,2,1,+,302.9801330566406,[M+Na]+
2474,2474,300.2324150225842,2,2,+,302.685791015625,[M+H-H2O]+
2475,2475,334.2378301183459,2,2,+,302.2923889160156,[M+H-H2O]+
2476,2476,283.09267570552197,2,1,+,302.4466247558594,[M+H]+
2477,2477,283.09253405365774,2,1,+,302.6596374511719,[M+H]+
2478,2478,231.01467257611367,2,1,+,302.6598205566406,[M+H]+
2479,2479,492.23522684486335,2,1,+,301.76708984375,[M+H]+
2480,2480,453.0497779812362,2,1,+,303.2144775390625,[M+H]+
2481,2481,511.1168226032823,2,1,+,301.8646545410156,[M+H]+
2482,2482,525.3177742478446,2,1,+,303.14044189453125,[M+H]+
2483,2483,368.25830903821384,2,1,+,303.2686767578125,[M+H]+
2484,2484,511.24440461552757,2,1,+,304.58685302734375,[M+H]+
2485,2485,492.3123355274751,2,2,+,304.6059265136719,[M+H+H]2+
2486,2486,492.31281619982207,2,2,+,303.4059143066406,[M+H+H]2+
2487,2487,308.22239239292907,2,1,+,305.8285217285156,[M+H]+
2488,2488,415.11355638529045,2,2,+,305.23321533203125,[M+H-H2O]+
2489,2489,517.0767964174829,2,1,+,305.1352844238281,[M+K]+
2490,2490,609.3734677006017,2,1,+,305.51678466796875,[M+K]+
2491,2491,903.1972359382007,2,1,+,305.23052978515625,[M+K]+
2492,2492,471.0740393340969,2,1,+,305.2307434082031,[M+Na]+
2493,2493,397.1030309577957,2,1,+,305.1694030761719,[M+H]+
2494,2494,379.0928069864767,2,1,+,305.4452209472656,[M+H]+
2495,2495,354.2637904846272,2,1,+,305.56060791015625,[M+H]+
2496,2496,262.2167449915134,2,1,+,305.9537353515625,[M+H]+
2497,2497,452.0978730058441,2,2,+,305.23052978515625,[M+H+H]2+
2498,2498,316.2596490607788,2,1,+,305.9192810058594,[M+H]+
2499,2499,494.0386984881873,2,1,+,305.5526428222656,[M+H]+
2500,2500,248.05534365909236,2,1,+,305.13336181640625,[M+H]+
2501,2501,528.0701606927842,2,1,+,305.4359436035156,[M+H]+
2502,2502,369.10903199612574,2,1,+,305.337890625,[M+H]+
2503,2503,248.0549674458851,2,1,+,305.1944580078125,[M+H]+
2504,2504,554.2420690101677,2,1,+,305.2394714355469,[M+H]+
2505,2505,432.1167204691075,2,1,+,305.2055969238281,[M+H]+
2506,2506,278.21164524070673,2,1,+,305.8470458984375,[M+H]+
2507,2507,450.15091128051216,2,1,+,305.57061767578125,[M+H]+
2508,2508,532.0416845101169,2,1,+,305.4453430175781,[M+H]+
2509,2509,532.040427157172,2,1,+,304.9079895019531,[M+H]+
2510,2510,337.1072585031168,2,1,+,306.4828186035156,[M+H]+
2511,2511,664.332955224451,2,1,+,307.1636047363281,[M+H]+
2512,2512,392.21576603147156,2,1,+,306.91949462890625,[M+H]+
2513,2513,438.082514440897,2,1,+,307.631103515625,[M+H]+
2514,2514,262.2167913684483,2,1,+,310.7802734375,[M+H]+
2515,2515,364.2482156526163,2,1,+,308.669677734375,[M+H]+
2516,2516,300.23220199363345,2,1,+,309.534423828125,[M+H]+
2517,2517,493.2384362912088,2,1,+,310.61688232421875,[M+H]+
2518,2518,490.25481551067213,2,1,+,309.0953369140625,[M+H]+
2519,2519,424.1101831585334,2,1,+,311.2246398925781,[M+H]+
2520,2520,511.11757940536506,2,1,+,308.7660217285156,[M+H]+
2521,2521,708.3224031843332,2,1,+,310.08660888671875,[M+H]+
2522,2522,678.3478887455923,2,1,+,309.2056579589844,[M+H]+
2523,2523,450.155432484863,2,1,+,311.0118713378906,[M+H]+
2524,2524,440.3008567335958,2,1,+,308.8428955078125,[M+H]+
2525,2525,465.0961070326367,2,1,+,308.3446350097656,[M+H]+
2526,2526,270.2795008861761,2,1,+,310.3882751464844,[M+H]+
2527,2527,544.2296142931283,2,2,+,312.2384338378906,[M+H-H2O]+
2528,2528,793.5548603469771,2,1,+,312.2785339355469,[M+H]+
2529,2529,571.1715676943853,2,1,+,312.0692443847656,[M+H]+
2530,2530,609.4335212920197,2,1,+,312.3446960449219,[M+H]+
2531,2531,559.3015163931103,2,1,+,311.4466552734375,[M+H]+
2532,2532,292.22720101979826,2,1,+,312.7803955078125,[M+H]+
2533,2533,392.279408767936,2,1,+,313.9964904785156,[M+H]+
2534,2534,369.0969221472578,2,1,+,313.6196594238281,[M+H]+
2535,2535,279.06522904802176,2,1,+,313.6872253417969,[M+H]+
2536,2536,471.08320420452463,2,1,+,316.5979919433594,[M+Na]+
2537,2537,478.18405831283036,2,1,+,316.9120178222656,[M+K]+
2538,2538,612.3613632633861,2,1,+,315.0750427246094,[M+H]+
2539,2539,533.0540085706408,2,1,+,316.4245300292969,[M+H]+
2540,2540,678.3483153566482,2,1,+,314.8615417480469,[M+H]+
2541,2541,678.3488354381079,2,1,+,316.8896789550781,[M+H]+
2542,2542,490.255115465758,2,1,+,316.1236572265625,[M+H]+
2543,2543,331.2089988181159,2,1,+,315.1389465332031,[M+H]+
2544,2544,547.2504302429227,2,1,+,317.4337158203125,[M+H]+
2545,2545,454.0953433912169,2,1,+,315.5735168457031,[M+H]+
2546,2546,318.2430014990776,2,1,+,318.9607849121094,[M+H]+
2547,2547,439.2454895664384,2,1,+,319.5613708496094,[M+H]+
2548,2548,355.11794128586195,2,1,+,318.6451110839844,[M+H]+
2549,2549,281.08140197860206,2,1,+,318.5858154296875,[M+H]+
2550,2550,239.0705876407129,2,1,+,318.9208068847656,[M+H]+
2551,2551,248.05544099167145,2,1,+,317.9580993652344,[M+H]+
2552,2552,535.0817039040481,2,1,+,318.9211730957031,[M+H]+
2553,2553,319.0815276061482,2,1,+,321.69287109375,[M+H]+
2554,2554,424.3057345241775,2,1,+,321.3310852050781,[M+H]+
2555,2555,392.27954878077435,2,1,+,321.40045166015625,[M+H]+
2556,2556,555.0056286975496,2,1,+,322.766845703125,[M+K]+
2557,2557,601.0031150688233,2,1,+,322.7669372558594,[M+K]+
2558,2558,561.0153805865777,2,1,+,322.8732604980469,[M+H]+
2559,2559,481.1020240889205,2,1,+,322.8652648925781,[M+H]+
2560,2560,231.01430791300322,2,1,+,322.7664489746094,[M+H]+
2561,2561,489.05538865343726,2,1,+,322.6601867675781,[M+H]+
2562,2562,419.13144439737835,2,1,+,322.8640441894531,[M+H]+
2563,2563,231.01437842576274,2,1,+,322.8744812011719,[M+H]+
2564,2564,424.1034266872605,2,1,+,322.6594543457031,[M+H]+
2565,2565,489.055136119659,2,1,+,322.87384033203125,[M+H]+
2566,2566,424.10294253494976,2,1,+,322.6600341796875,[M+H]+
2567,2567,287.042846981477,2,1,+,322.6600341796875,[M+H]+
2568,2568,424.1038056286591,2,1,+,322.76788330078125,[M+H]+
2569,2569,860.3816207580799,2,1,+,322.01153564453125,[M+H]+
2570,2570,587.0147441079594,2,1,+,322.6595458984375,[M+H]+
2571,2571,287.04322782823755,2,1,+,323.0881042480469,[M+H]+
2572,2572,316.25931151726445,2,1,+,323.8055114746094,[M+H]+
2573,2573,395.18282435609575,2,1,+,323.3414306640625,[M+Na]+
2574,2574,807.5708884916058,2,1,+,326.2325744628906,[M+H]+
2575,2575,906.6396052429563,2,1,+,325.550048828125,[M+H]+
2576,2576,706.4872275906321,2,1,+,325.29705810546875,[M+H]+
2577,2577,481.07358669183526,2,1,+,324.1324768066406,[M+H]+
2578,2578,396.3265868578889,2,1,+,325.8710021972656,[M+H]+
2579,2579,468.34768122861465,2,1,+,324.3623352050781,[M+H]+
2580,2580,298.2165984492841,2,1,+,326.0060119628906,[M+H]+
2581,2581,609.4343352355405,2,1,+,324.90838623046875,[M+H]+
2582,2582,447.09213583957336,2,1,+,324.8229064941406,[M+H]+
2583,2583,475.32518874175184,2,1,+,325.09576416015625,[M+H]+
2584,2584,281.0810919819661,2,1,+,328.08966064453125,[M+H]+
2585,2585,635.2379826766334,2,1,+,328.6025085449219,[M+Na]+
2586,2586,619.2616602649044,2,1,+,328.4961242675781,[M+Na]+
2587,2587,337.0961471582078,2,1,+,328.0710144042969,[M+H]+
2588,2588,404.09792580674383,2,1,+,328.0708312988281,[M+H]+
2589,2589,291.1127923169587,2,1,+,328.0186767578125,[M+H]+
2590,2590,641.2554266880356,2,1,+,328.3896789550781,[M+H]+
2591,2591,379.22021346531784,2,1,+,328.42578125,[M+H]+
2592,2592,471.0838559603497,2,1,+,328.7357482910156,[M+H]+
2593,2593,291.06534459410005,2,1,+,328.2247619628906,[M+H]+
2594,2594,337.09595485579615,2,1,+,328.6027526855469,[M+H]+
2595,2595,291.11304889523683,2,1,+,328.0687255859375,[M+H]+
2596,2596,679.0955436745792,2,1,+,328.2314453125,[M+H]+
2597,2597,509.2076631682098,2,1,+,329.0279541015625,[M+H]+
2598,2598,435.0659100050985,2,1,+,328.4961242675781,[M+H]+
2599,2599,314.21173817283193,2,1,+,327.9288635253906,[M+H]+
2600,2600,449.1020191493785,2,1,+,328.7295227050781,[M+H]+
2601,2601,392.2405759713941,2,1,+,328.24505615234375,[M+H]+
2602,2602,731.1744330165948,2,1,+,329.9855651855469,[M+Na]+
2603,2603,392.2795402638162,2,1,+,329.9071350097656,[M+H]+
2604,2604,613.1780256307864,2,1,+,329.3463134765625,[M+H]+
2605,2605,472.7970804391031,2,2,+,330.9997253417969,[M+H+H]2+
2606,2606,424.30575798127785,2,1,+,330.0231628417969,[M+H]+
2607,2607,468.34721220056036,2,1,+,330.3591613769531,[M+H]+
2608,2608,613.1792141534276,2,1,+,330.0910339355469,[M+H]+
2609,2609,275.0953024445313,2,1,+,331.0393371582031,[M+H]+
2610,2610,529.247127395741,2,2,+,333.9070129394531,[M+H-H2O]+
2611,2611,563.2303380924903,2,1,+,333.8815612792969,[M+K]+
2612,2612,577.2859806206671,2,1,+,333.9882507324219,[M+Na]+
2613,2613,497.2481714464466,2,2,+,333.9888000488281,[M+H-H2O]+
2614,2614,801.4093769693052,2,1,+,333.7747802734375,[M+H]+
2615,2615,553.2752202759192,2,1,+,333.8832702636719,[M+H]+
2616,2616,493.22617395353626,2,1,+,333.8813781738281,[M+H]+
2617,2617,526.2017881579837,2,1,+,334.0947570800781,[M+H]+
2618,2618,409.0752677407606,2,1,+,333.94677734375,[M+H]+
2619,2619,244.20625278748628,2,1,+,332.7298278808594,[M+H]+
2620,2620,391.0764875710621,2,1,+,333.8274841308594,[M+H]+
2621,2621,483.089346429418,2,1,+,332.9375305175781,[M+H]+
2622,2622,370.27422936162105,2,1,+,332.7641906738281,[M+H]+
